"Subject"	"X1.a_Debrief"	"X1.b_Debrief"	"X1.c_Debrief"	"X1.d_Debrief"	"X1.e_Debrief"	"X2.a_Debrief"	"X2.b_Debrief"	"X2.c_Debrief"	"X2.d_Debrief"	"X2.e_Debrief"	"X2.f_Debrief"	"X2.g_Debrief"	"X2.h_Debrief"	"Game.play.affect.distraction.time_Debrief"	"Surprise_Debrief"	"Suspected_Debrief"	"Entrant_Debrief"	"Entrant_Distraction_Assignment"	"Entrant_Note_sheet"	"Entrant_Post-Questionnaire"	"Entrant_Writing_Task_Evaluation"	"Assignment_Distraction_Assignment"	"Date_Note_sheet"	"Time_Note_sheet"	"RA_Note_sheet"	"Station_Note_sheet"	"Condition_Note_sheet"	"Game.1_Note_sheet"	"Game.2_Note_sheet"	"Game.3_Note_sheet"	"Game.4_Note_sheet"	"Game.5_Note_sheet"	"Game.6_Note_sheet"	"Good.Session_Note_sheet"	"irritated_Post-Questionnaire"	"happy_Post-Questionnaire"	"angered_Post-Questionnaire"	"helpful_Post-Questionnaire"	"pleased_Post-Questionnaire"	"annoyed_Post-Questionnaire"	"knew.others_Post-Questionnaire"	"knew.partner_Post-Questionnaire"	"easy.nav_Post-Questionnaire"	"excited_Post-Questionnaire"	"engaged_Post-Questionnaire"	"challenging_Post-Questionnaire"	"stressful_Post-Questionnaire"	"violence_Post-Questionnaire"	"diff.nav_Post-Questionnaire"	"reflexes_Post-Questionnaire"	"satisfying_Post-Questionnaire"	"effective_Post-Questionnaire"	"difficult_Post-Questionnaire"	"good.fight_Post-Questionnaire"	"hard.control_Post-Questionnaire"	"mental.effort_Post-Questionnaire"	"comfort.control_Post-Questionnaire"	"exhausting_Post-Questionnaire"	"aggressed_Post-Questionnaire"	"enjoyed_Post-Questionnaire"	"often.played_Post-Questionnaire"	"FPS.experience_Post-Questionnaire"	"FPS.skill_Post-Questionnaire"	"mkb.experience_Post-Questionnaire"	"vg.freq_Post-Questionnaire"	"vg.cumul_Post-Questionnaire"	"gender_Post-Questionnaire"	"age_Post-Questionnaire"	"race_Post-Questionnaire"	"year_Post-Questionnaire"	"GPA_Post-Questionnaire"	"A_Writing_Task_Evaluation"	"B_Writing_Task_Evaluation"	"C_Writing_Task_Evaluation"	"D_Writing_Task_Evaluation"	"E_Writing_Task_Evaluation"	"F_Writing_Task_Evaluation"	"L2d4d_"	"R2d4d_"	"L_ring_length_"	"L_ring_angle_"	"L_index_length_"	"L_index_angle_"	"R_index_length_"	"R_index_angle_"	"R_ring_length_"	"R_ring_angle_"	"nCoders_"	"Violence"	"Difficulty"
"18"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"No"	"No"	"4"	"AM"	"CH"	"AM"	"AM"	"CH"	"4"	"9/?"	"0.583333333333333"	"JH"	"4"	"2"	"0"	"354"	"11"	"1264"	"103"	"73"	"Maybe"	"6"	"2"	"3"	"1"	"2"	"5"	"No"	"No"	"7"	"7"	"7"	"3"	"2"	"6"	"2"	"2"	"6"	"6"	"3"	"5"	"3"	"2"	"7"	"2"	"3"	"7"	"4"	"7"	"7"	"6"	"6"	"7"	"M"	"19"	"5"	"2"	"3.2"	"3"	"4"	"5"	"8"	"7"	"7"	"0.985921889191644"	"0.915449566408033"	"880.8"	"79.47"	"868.4"	"88.35"	"802.3"	"84.06"	"876.4"	"88.3"	"1"	"Violent"	"Hard"
"180"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"No"	"No"	"2"	"AM"	"AM"	"TH"	NA	"AM"	"7"	"16408"	"0.21875"	"JC"	"2"	"4"	"1"	"396"	"16"	"1936"	"41"	"67"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"2"	"0"	"2"	"7"	"6"	"4"	"1.00893343501471"	"1.02287363979569"	"917.9"	"82.49"	"926.1"	"89.07"	"921.2"	"82.23"	"900.6"	"78.67"	"1"	"Nonviolent"	"Hard"
"181"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"No"	"No"	"2"	"AM"	"AM"	"TH"	NA	"AM"	"9"	"16409"	"0.145833333333333"	"MN"	"4"	"1"	"0"	"455"	"16"	"1094"	"219"	"0"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"5"	"4"	"2"	"-5"	"-5"	"0"	"1.00941931477073"	"0.98842664998436"	"966.1"	"83.04"	"975.2"	"88.82"	"948"	"86.25"	"959.1"	"84.68"	"1"	"Violent"	"Easy"
"182"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"No"	"No"	"3"	"AM"	"AM"	"TH"	NA	"AM"	"1"	"16409"	"0.145833333333333"	"SC"	"2"	"2"	"0"	"228"	"8"	"924"	"98"	"56"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"0"	"-8"	"-4"	"8"	"2"	"3"	"0.968735737106344"	"0.950336322869955"	"876.4"	"80.71"	"849"	"89.8"	"847.7"	"84.65"	"892"	"85.31"	"1"	"Violent"	"Hard"
"183"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"yes"	"no"	"2"	"TG"	"JC"	"TH"	"TG"	"TG"	"9"	"16119"	"0.125"	"RP"	"4"	"3"	"0"	"309"	"22"	"1570"	"83"	"0"	"Yes"	"5"	"4"	"5"	"1"	"2"	"2"	"No"	"No"	"7"	"1"	"2"	"1"	"1"	"2"	"7"	"1"	"4"	"3"	"5"	"1"	"1"	"1"	"7"	"1"	"4"	"5"	"2"	"5"	"5"	"5"	"5"	"6"	"M"	"20"	"5"	"2"	"2.4"	"-1"	"-1"	"1"	"4"	"-1"	"2"	"0.989334518386846"	"0.973817940786566"	"900.1"	"89.36"	"890.5"	"83.62"	"881.5"	"78.88"	"905.2"	"85.18"	"1"	"Nonviolent"	"Easy"
"184"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"no"	"maybe"	"2"	"TG"	"JC"	"TH"	"TG"	"TG"	"9"	"16119"	"(?) On same sheet"	"RP"	"4"	"4"	"8"	"425"	"11"	"1231"	"161"	"140"	"Maybe"	"7"	"1"	"5"	"1"	"1"	"7"	"No"	"No"	"7"	"6"	"7"	"5"	"4"	"5"	"5"	"6"	"4"	"6"	"5"	"5"	"2"	"5"	"7"	"5"	"2"	"7"	"2"	"7"	"7"	"7"	"5"	"7"	"M"	"19"	"2"	"1"	"2.8"	"4"	"9"	"3"	"10"	"3"	"6"	"0.968403074295474"	"0.939543168482816"	"936.8"	"82.58"	"907.2"	"82.27"	"896.7"	"78.94"	"954.4"	"86.88"	"1"	"Nonviolent"	"Hard"
"185"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"Mabye"	"Mabye"	"2"	"TG"	"JC"	"TH"	"TG"	"TG"	"5"	"16119"	"0.166666666666667"	"JC"	"2"	"1"	"0"	"412"	"14"	"724"	"243"	"0"	"Yes"	"6"	"1"	"4"	"1"	"1"	"2"	"No"	"No"	"7"	"5"	"5"	"1"	"4"	"7"	"1"	"1"	"6"	"7"	"1"	"1"	"1"	"1"	"6"	"4"	"3"	"5"	"3"	"7"	"5"	"5"	"5"	"6"	"M"	"19"	"1"	"1"	"3.5"	"9"	"8"	"8"	"9"	"9"	"9"	"0.967738652554447"	"0.944767738642164"	"982.6"	"85.1"	"950.9"	"81.72"	"925.4"	"77.65"	"979.5"	"85.14"	"1"	"Violent"	"Easy"
"186"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TH"	NA	"TG"	NA	"16119"	"0.260416666666667"	"DT"	"4"	"2"	"0"	"344"	"11"	"769"	"157"	"80"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7"	"6"	"6"	"8"	"5"	"7"	"0.967950793136937"	"0.965495207667732"	"926.7"	"87.77"	"897"	"84.56"	"906.6"	"79.71"	"939"	"89.76"	"1"	"Violent"	"Hard"
"187"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"yes"	"4"	"TG"	"JC"	"TH"	"TG"	"TG"	"9"	"16120"	"0.416666666666667"	"RP"	"4"	"3"	"0"	"318"	"10"	"0"	"366"	"0"	"Yes"	"6"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"7"	"3"	"6"	"1"	"1"	"1"	"1"	"2"	"5"	"5"	"3"	"2"	"1"	"1"	"7"	"1"	"1"	"2"	"1"	"7"	"7"	"7"	"3"	"3"	"M"	"19"	"5"	"2"	"3.2"	"5"	"3"	"0"	"6"	"-5"	"3"	"1.05966692401015"	"1.04064950845024"	"906.7"	"80.8"	"960.8"	"85.64"	"942.1"	"89.27"	"905.3"	"83.79"	"1"	"Nonviolent"	"Easy"
"188"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"no "	"no"	"4"	"TG"	"JC"	NA	"TG"	"TG"	"7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"6"	"1"	"6"	"1"	"1"	"6"	"No"	"No"	"7"	"7"	"7"	"5"	"5"	"5"	"1"	"6"	"6"	"7"	"4"	"3"	"3"	"3"	"6"	"4"	"5"	"7"	"5"	"5"	"2"	"7"	"2"	"4"	"M"	"18"	"6-white/hispanic"	"1"	"4"	"2"	"-8"	"0"	"3"	"1"	"0"	"0.954322090685727"	"0.943424036281179"	"895.4"	"83.72"	"854.5"	"72.29"	"832.1"	"79.05"	"882"	"89.94"	"1"	NA	NA
"189"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"no"	"no"	"3"	"TG"	"JC"	"TH"	"TG"	"TG"	"9"	"16120"	"0.458333333333333"	"JC"	"2"	"1"	"0"	"335"	"10"	"379"	"265"	"0"	"Yes"	"7"	"4"	"5"	"1"	"5"	"5"	"No"	"No"	"7"	"6"	"7"	"1"	"1"	"7"	"1"	"1"	"7"	"7"	"1"	"1"	"1"	"1"	"7"	"1"	"1"	"7"	"4"	"7"	"7"	"5"	"2"	"7"	"M"	"19"	"2"	"1"	"3.197"	"10"	"10"	"10"	"10"	"10"	"10"	"0.999895189183524"	"1.02893231134622"	"954.1"	"89.4"	"954"	"85.43"	"953.1"	"89.16"	"926.3"	"84.49"	"1"	"Violent"	"Easy"
"19"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"Maybe"	"Yes"	"2"	"AM"	"CH"	"AM"	"AM"	"CH"	"3"	"41545"	"0.583333333333333"	"Mallory "	"2"	"3"	"0"	"427"	"14"	"1878"	"125"	"0"	"No"	"7"	"1"	"4"	"4"	"1"	"7"	"No"	"No"	"7"	"6"	"7"	"1"	"1"	"1"	"1"	"1"	"7"	"7"	"1"	"1"	"1"	"1"	"7"	"1"	"7"	"4"	"1"	"7"	"7"	"4"	"3"	"6"	"M"	"19"	"2"	"2"	"3"	"4"	"1"	"7"	"9"	"10"	"8"	"0.992748783513024"	"0.977180191269766"	"1048.1"	"89.4"	"1040.5"	"73.18"	"1032"	"83.83"	"1056.1"	"80.3"	"1"	"Nonviolent"	"Easy"
"190"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"maybe"	"no"	"3"	"TG"	"JC"	"TH"	"TG"	"TG"	"2"	"16126"	"0.125"	"JC"	"2"	"2"	"0"	"237"	"8"	"930"	"99"	"31"	"Maybe"	"1"	"7"	"1"	"4"	"4"	"1"	"No"	"No"	"7"	"4"	"4"	"1"	"1"	"4"	"1"	"1"	"4"	"7"	"1"	"1"	"1"	"2"	"7"	"2"	"1"	"1"	"1"	"2"	"1"	"6"	"1"	"2"	"M"	"19"	"5"	"1"	"3.5"	"10"	"8"	"8"	"8"	"8"	"9"	"1.04315689079638"	"1.01944777911164"	"838.8"	"81.22"	"875"	"83.9"	"849.2"	"84.32"	"833"	"82.55"	"1"	"Violent"	"Hard"
"191"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"no"	"no"	"4"	"TG"	"JC"	"TG"	"TG"	"TG"	"4"	"16126"	"0.666666666666667"	"JC"	"2"	"3"	"0"	"442"	"15"	"2057"	"138"	"0"	"Yes"	"1"	"4"	"4"	"5"	"2"	"3"	"No"	"No"	"7"	"5"	"3"	"1"	"2"	"3"	"3"	"2"	"6"	"6"	"2"	"1"	"2"	"2"	"7"	"1"	"2"	"5"	"5"	"6"	"6"	"5"	"5"	"6"	"M"	"19"	"5"	"1"	"3.85"	"4"	"-5"	"2"	"6"	"-1"	"3"	"0.865482233502538"	"0.957860433756602"	"985"	"89.94"	"852.5"	"85.63"	"852.4"	"81.5"	"889.9"	"87.49"	"1"	"Nonviolent"	"Easy"
"192"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"no"	"no"	"4"	"TG"	"JC"	"TG"	"TG"	"TG"	"3"	"16126"	"0.666666666666667"	"HG"	"4"	"4"	"1"	"432"	"10"	"1413"	"138"	"73"	"Yes"	"5"	"4"	"4"	"1"	"3"	"6"	"No"	"No"	"7"	"4"	"5"	"5"	"2"	"2"	"3"	"4"	"4"	"6"	"3"	"2"	"3"	"5"	"6"	"1"	"5"	"5"	"4"	"7"	"7"	"7"	"5"	"5"	"M"	"18"	"5"	"1"	"3"	"3"	"2"	"4"	"5"	"3"	"5"	"0.993554663748024"	"1.01581809194266"	"822.3"	"84.14"	"817"	"87.19"	"822"	"89.51"	"809.2"	"85.82"	"1"	"Nonviolent"	"Hard"
"193"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"mabye"	"no"	"4"	"TG"	"JC"	"TG"	"TG"	"TG"	"4"	"16126"	"0.760416666666667"	"MB"	"2"	"1"	"0"	"410"	"14"	"1865"	"86"	"0"	"Yes"	"3"	"3"	"3"	"2"	"2"	"4"	"No"	"No"	"7"	"3"	"5"	"1"	"1"	"7"	"1"	"1"	"6"	"6"	"1"	"1"	"1"	"1"	"7"	"1"	"5"	"5"	"2"	"5"	"5"	"2"	"2"	"5"	"M"	"18"	"5"	"1"	"3.5"	"2"	"-5"	"4"	"6"	"1"	"2"	"0.961886875828546"	"0.957536924413554"	"905.2"	"86.01"	"870.7"	"87.76"	"881.7"	"84.73"	"920.8"	"78.73"	"1"	"Violent"	"Easy"
"194"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"no"	"yes"	"2"	"TG"	"JC"	"TG"	"TG"	"TG"	"9"	"16126"	"0.802083333333333"	"DT"	"4"	"2"	"4"	"347"	"8"	"1259"	"124"	"107"	"Yes"	"4"	"4"	"5"	"1"	"2"	"5"	"No"	"No"	"6"	"6"	"6"	"4"	"2"	"6"	"2"	"4"	"3"	"5"	"2"	"2"	"4"	"2"	"6"	"2"	"1"	"4"	"6"	"7"	"7"	"4"	"6"	"7"	"M"	"21"	"5"	"3"	"3.18"	"1"	"0"	"2"	"1"	"5"	"3"	"1.0054303870595"	"1.03585374511892"	"865.5"	"81.5"	"870.2"	"85.91"	"875.4"	"85.74"	"845.1"	"82.59"	"1"	"Violent"	"Hard"
"195"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"maybe"	"no"	"4"	"TG"	"JC"	"TG"	"TG"	"TG"	"4"	"16126"	"0.802083333333333"	"MB"	"2"	"3"	"0"	"522"	"17"	"2655"	"93"	"0"	"Maybe"	"5"	"2"	"4"	"3"	"2"	"5"	"No"	"No"	"6"	"5"	"5"	"2"	"2"	"1"	"1"	"3"	"5"	"5"	"5"	"2"	"1"	"1"	"4"	"2"	"1"	"5"	"2"	"5"	"5"	"2"	"3"	"4"	"M"	"18"	"5"	"1"	"4"	"3"	"1"	"3"	"4"	"4"	"5"	"0.903175313059034"	"0.921961717068751"	"894.4"	"85.77"	"807.8"	"87.45"	"814"	"89.79"	"882.9"	"83.37"	"1"	"Nonviolent"	"Easy"
"196"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"no"	"maybe"	"1"	"TG"	"JC"	"TG"	"TG"	"TG"	"5"	"16127"	"0.458333333333333"	"JC"	"2"	"4"	"0"	"243"	"9"	"1080"	"84"	"41"	"No"	"7"	"1"	"4"	"1"	"1"	"5"	"No"	"No"	"7"	"5"	"3"	"1"	"1"	"1"	"1"	"1"	"4"	"7"	"1"	"1"	"5"	"1"	"7"	"1"	"1"	"5"	"7"	"7"	"5"	"5"	"7"	"7"	"M"	"21"	"5"	"3"	"2.8"	"7"	"5"	"5"	"8"	"5"	"6"	"0.919810846161586"	"0.971388130623799"	"993.9"	"85.61"	"914.2"	"88.75"	"960.8"	"87.61"	"989.1"	"82.68"	"1"	"Nonviolent"	"Hard"
"197"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"maybe"	"no"	"2"	"TG"	"JC"	"TG"	"TG"	NA	"2"	"16132"	"0.503472222222222"	"AM"	"4"	"1"	"0"	"460"	"15"	"234"	"353"	"0"	"Yes"	"4"	"3"	"1"	"5"	"4"	"5"	"No"	"No"	"7"	"4"	"4"	"1"	"1"	"5"	"1"	"3"	"5"	"3"	"1"	"2"	"3"	"2"	"6"	"4"	"6"	"5"	"4"	"7"	"6"	"7"	"4"	"5"	"M"	"20"	"6-asian"	"2"	"3"	NA	NA	NA	NA	NA	NA	"0.989420371412493"	"1.01522435897436"	"888.5"	"83.08"	"879.1"	"89.15"	"886.9"	"87.48"	"873.6"	"79.15"	"1"	"Violent"	"Easy"
"198"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"no"	"no"	"5"	"TG"	"JC"	"TG"	"TG"	"TG"	"3"	"16132"	"0.545138888888889"	"HG"	"2"	"2"	"3"	"305"	"4"	"1356"	"65"	"107"	"Maybe"	"1"	"1"	"1"	"1"	"1"	"1"	"Yes"	"Yes"	"4"	"5"	"5"	"6"	"3"	"6"	"1"	"2"	"6"	"6"	"4"	"5"	"6"	"3"	"2"	"4"	"4"	"5"	"2"	"7"	"4"	"2"	"1"	"1"	"M"	"19"	"5"	"1"	"4"	"4"	"0"	"-1"	"7"	"1"	"0"	"0.949119967630993"	"0.926427488630622"	"988.6"	"83.9"	"938.3"	"88.66"	"916.7"	"87.75"	"989.5"	"85.19"	"1"	"Violent"	"Hard"
"199"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"maybe"	"maybe"	"5"	"TG"	"JC"	"TG"	"TG"	"TG"	"4"	"16132"	"0.545138888888889"	"AM "	"4"	"2"	"0"	"356"	"11"	"1110"	"136"	"62"	"Maybe"	"5"	"3"	"4"	"1"	"2"	"5"	"Yes"	"Yes"	"6"	"6"	"6"	"5"	"2"	"4"	"1"	"6"	"6"	"5"	"3"	"5"	"1"	"4"	"7"	"2"	"2"	"6"	"3"	"5"	"4"	"5"	"4"	"6"	"M"	"18"	"5"	"1"	"3.85"	"5"	"0"	"3"	"4"	"-1"	"2"	"0.966973101804562"	"0.964191438081028"	"881.1"	"89.15"	"852"	"83.8"	"840.1"	"89.25"	"871.3"	"88.49"	"1"	"Violent"	"Hard"
"2"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"No"	"No"	"4"	"AM"	"CH"	"AM"	"AM"	NA	"5"	"41541"	"0.708333333333333"	"Mallory "	"2"	"2"	"3"	"193"	"3"	"896"	"33"	"95"	"Yes"	"1"	"4"	"1"	"1"	"7"	"1"	"No"	"No"	"2"	"1"	"7"	"6"	"5"	"7"	"3"	"7"	"2"	"1"	"7"	"7"	"7"	"7"	"6"	"6"	"4"	"1"	"5"	"7"	"4"	"1"	"3"	"3"	"M"	"19"	"2"	"2"	"2.5"	NA	NA	NA	NA	NA	NA	"0.920226130653266"	"0.899063689680008"	"955.2"	"88.98"	"879"	"76.58"	"873.8"	"74.74"	"971.9"	"87.52"	"1"	"Violent"	"Hard"
"2/4a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CH"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3"	"10"	"2"	"10"	"0"	"3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2/4b"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CH"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"0"	"8"	"10"	"10"	"10"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"20"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"No"	"Yes"	"5"	"AM"	"CH"	"AM"	"AM"	"CH"	"2"	"41545"	"0.583333333333333"	"JH"	"4"	"4"	"2"	"332"	"7"	"1405"	"107"	"65"	"Maybe"	"6"	"4"	"3"	"4"	"4"	"5"	"No"	"No"	"7"	"7"	"7"	"6"	"5"	"3"	"1"	"7"	"6"	"6"	"1"	"5"	"1"	"3"	"7"	"2"	"4"	"7"	"7"	"7"	"5"	"7"	"7"	"7"	"M"	"18"	"5"	"1"	"3.7"	"6"	"1"	"4"	"9"	"6"	"4"	"1.01837655016911"	"1.00941281936351"	"887"	"89.48"	"903.3"	"82.24"	"900.8"	"84.71"	"892.4"	"88.33"	"1"	"Nonviolent"	"Hard"
"200"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"maybe"	"no"	"3"	"TG"	"JC"	"TG"	"TG"	"TG"	"9"	"16133"	"0.625"	"JC"	"2"	"4"	"4"	"279"	"6"	"916"	"148"	"95"	"Maybe"	"6"	"2"	"5"	"2"	"2"	"6"	"No"	"No"	"6"	"5"	"5"	"4"	"3"	"3"	"3"	"3"	"2"	"2"	"4"	"5"	"2"	"2"	"5"	"4"	"5"	"4"	"5"	"7"	"7"	"6"	"6"	"7"	"M"	"18"	"5"	"1"	"3"	"5"	"3"	"5"	"4"	"0"	"3"	"0.999561883899233"	"0.963096407904793"	"913"	"89.75"	"912.6"	"85.66"	"882.1"	"89.22"	"915.9"	"82.98"	"1"	"Nonviolent"	"Hard"
"201"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"no"	"no"	"4"	"TG"	"JC"	"TG"	"TG"	"TG"	"5"	"16133"	"3:00PM"	"RP"	"2"	"1"	"0"	"351"	"12"	"1041"	"144"	"0"	"Yes"	"6"	"2"	"4"	"1"	"2"	"6"	"No"	"No"	"7"	"4"	"5"	"1"	"1"	"5"	"1"	"5"	"6"	"5"	"2"	"1"	"1"	"2"	"6"	"1"	"6"	"5"	"4"	"6"	"5"	"7"	"3"	"4"	"M"	"19"	"5"	"3"	"3.78"	"6"	"1"	"7"	"8"	"-5"	"-2"	"0.988921282798834"	"0.982490723562152"	"857.5"	"88"	"848"	"82.62"	"847.3"	"89.73"	"862.4"	"88.21"	"1"	"Violent"	"Easy"
"202"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"yes"	"1"	"TG"	"JC"	"TG"	"TG"	"TG"	"3"	"16133"	"0.666666666666667"	"JC"	"4"	"2"	"0"	"220"	"7"	"602"	"95"	"42"	"Yes"	"7"	"1"	"4"	"1"	"1"	"7"	"No"	"No"	"6"	"6"	"6"	"5"	"3"	"4"	"6"	"6"	"6"	"5"	"4"	"3"	"4"	"5"	"6"	"4"	"4"	"5"	"6"	"6"	"6"	"5"	"5"	"6"	"M"	"19"	"3"	"1"	"3"	"6"	"7"	"7"	"8"	"6"	"6"	"0.970152628603731"	"0.97945205479452"	"884.5"	"84.88"	"858.1"	"88.93"	"872.3"	"88.49"	"890.6"	"84.2"	"1"	"Violent"	"Hard"
"203"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"no"	"yes"	"3"	"TG"	NA	"TG"	"TG"	"TG"	NA	"16133"	"0.802083333333333"	"DT"	"4"	"3"	"0"	"328"	"10"	"921"	"127"	"0"	"Yes"	"6"	"1"	"7"	"4"	"3"	"7"	"No"	"No"	"6"	"4"	"2"	"2"	"3"	"4"	"4"	"3"	"4"	"5"	"6"	"4"	"5"	"4"	"5"	"7"	"2"	"4"	"2"	"6"	"5"	"7"	"4"	"5"	"M"	"19"	"6-Asian"	"1"	"3.7"	"10"	"10"	"9"	"9"	"10"	"10"	"0.954029780193807"	"0.940141676505313"	"846.2"	"88.92"	"807.3"	"77.77"	"796.3"	"81.7"	"847"	"89.8"	"1"	"Nonviolent"	"Easy"
"204"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"no"	"yes"	"3"	"TG"	"JC"	"TG"	"TG"	"TG"	"9"	"16134"	"0.416666666666667"	"RP"	"4"	"4"	"0"	"323"	"10"	"941"	"128"	"31"	"Maybe"	"6"	"2"	"6"	"1"	"1"	"6"	"No"	"No"	"7"	"6"	"7"	"5"	"3"	"1"	"1"	"2"	"6"	"6"	"2"	"5"	"2"	"2"	"7"	"2"	"1"	"7"	"6"	"6"	"6"	"6"	"5"	"6"	"M"	"21"	"6- M. Eastern"	"3"	"2.2"	"2"	"3"	"5"	"6"	"-2"	"1"	"0.911335187760779"	"0.935055946475949"	"862.8"	"85.41"	"786.3"	"82.77"	"810.6"	"87.88"	"866.9"	"87.42"	"1"	"Nonviolent"	"Hard"
